Fecha,StateName,DaysOnZillow
2019-08-31,AR,74.5
2019-08-31,AZ,70.0
2019-08-31,CA,55.0
2019-08-31,CO,63.0
2019-08-31,CT,97.0
2019-08-31,DE,90.5
2019-08-31,FL,73.0
2019-08-31,GA,61.5
2019-08-31,HI,95.0
2019-08-31,IA,72.0
2019-08-31,ID,
2019-08-31,IL,79.0
2019-08-31,IN,55.0
2019-08-31,KS,69.0
2019-08-31,KY,81.5
2019-08-31,LA,85.0
2019-08-31,MA,65.0
2019-08-31,MD,77.0
2019-08-31,ME,63.5
2019-08-31,MI,59.5
2019-08-31,MN,67.0
2019-08-31,MO,64.5
2019-08-31,MS,97.0
2019-08-31,MT,64.0
2019-08-31,NC,58.0
2019-08-31,ND,
2019-08-31,NE,62.5
2019-08-31,NH,53.0
2019-08-31,NJ,94.5
2019-08-31,NM,68.5
2019-08-31,NV,62.5
2019-08-31,NY,113.0
2019-08-31,OH,66.0
2019-08-31,OK,72.0
2019-08-31,OR,70.0
2019-08-31,PA,70.0
2019-08-31,RI,70.0
2019-08-31,SC,82.0
2019-08-31,SD,54.0
2019-08-31,TN,56.5
2019-08-31,TX,70.0
2019-08-31,UT,51.0
2019-08-31,VA,66.0
2019-08-31,WA,51.0
2019-08-31,WI,67.0
2019-08-31,WV,83.0
2019-08-31,WY,82.0
2019-09-30,AK,
2019-09-30,AL,61.0
2019-09-30,AR,76.5
2019-09-30,AZ,65.0
2019-09-30,CA,58.0
2019-09-30,CO,64.5
2019-09-30,CT,78.0
2019-09-30,DE,90.0
2019-09-30,FL,74.5
2019-09-30,GA,66.5
2019-09-30,HI,101.0
2019-09-30,IA,73.0
2019-09-30,ID,
2019-09-30,IL,89.5
2019-09-30,IN,70.5
2019-09-30,KS,55.0
2019-09-30,KY,77.5
2019-09-30,LA,95.5
2019-09-30,MA,61.0
2019-09-30,MD,79.5
2019-09-30,ME,67.5
2019-09-30,MI,66.0
2019-09-30,MN,72.5
2019-09-30,MO,71.5
2019-09-30,MS,116.0
2019-09-30,MT,72.0
2019-09-30,NC,68.0
2019-09-30,ND,
2019-09-30,NE,60.5
2019-09-30,NH,59.0
2019-09-30,NJ,98.0
2019-09-30,NM,62.0
2019-09-30,NV,68.0
2019-09-30,NY,121.0
2019-09-30,OH,73.0
2019-09-30,OK,77.0
2019-09-30,OR,71.0
2019-09-30,PA,72.5
2019-09-30,RI,68.0
2019-09-30,SC,77.0
2019-09-30,SD,60.0
2019-09-30,TN,63.0
2019-09-30,TX,74.0
2019-09-30,UT,53.0
2019-09-30,VA,75.0
2019-09-30,WA,52.0
2019-09-30,WI,68.5
2019-09-30,WV,79.0
2019-09-30,WY,88.0
2019-10-31,AK,
2019-10-31,AL,75.0
2019-10-31,AR,89.0
2019-10-31,AZ,74.0
2019-10-31,CA,58.0
2019-10-31,CO,74.0
2019-10-31,CT,87.0
2019-10-31,DE,87.0
2019-10-31,FL,73.5
2019-10-31,GA,64.0
2019-10-31,HI,80.0
2019-10-31,IA,77.5
2019-10-31,ID,
2019-10-31,IL,86.5
2019-10-31,IN,61.0
2019-10-31,KS,82.0
2019-10-31,KY,84.0
2019-10-31,LA,95.5
2019-10-31,MA,64.0
2019-10-31,MD,77.0
2019-10-31,ME,77.0
2019-10-31,MI,71.5
2019-10-31,MN,76.0
2019-10-31,MO,72.0
2019-10-31,MS,114.0
2019-10-31,MT,77.0
2019-10-31,NC,59.5
2019-10-31,ND,
2019-10-31,NE,77.0
2019-10-31,NH,65.0
2019-10-31,NJ,101.0
2019-10-31,NM,66.5
2019-10-31,NV,72.5
2019-10-31,NY,121.0
2019-10-31,OH,77.0
2019-10-31,OK,74.5
2019-10-31,OR,77.0
2019-10-31,PA,71.5
2019-10-31,RI,71.0
2019-10-31,SC,75.0
2019-10-31,SD,65.0
2019-10-31,TN,65.0
2019-10-31,TX,68.5
2019-10-31,UT,52.0
2019-10-31,VA,73.0
2019-10-31,WA,54.0
2019-10-31,WI,72.5
2019-10-31,WV,106.0
2019-10-31,WY,91.0
2019-11-30,AK,
2019-11-30,AL,77.0
2019-11-30,AR,93.5
2019-11-30,AZ,83.0
2019-11-30,CA,62.0
2019-11-30,CO,68.0
2019-11-30,CT,90.0
2019-11-30,DE,92.5
2019-11-30,FL,73.0
2019-11-30,GA,63.5
2019-11-30,HI,90.0
2019-11-30,IA,86.5
2019-11-30,ID,
2019-11-30,IL,100.5
2019-11-30,IN,66.5
2019-11-30,KS,83.5
2019-11-30,KY,90.5
2019-11-30,LA,89.0
2019-11-30,MA,69.0
2019-11-30,MD,76.5
2019-11-30,ME,70.5
2019-11-30,MI,75.5
2019-11-30,MN,84.5
2019-11-30,MO,79.0
2019-11-30,MS,100.0
2019-11-30,MT,94.0
2019-11-30,NC,68.0
2019-11-30,ND,
2019-11-30,NE,66.5
2019-11-30,NH,73.0
2019-11-30,NJ,105.5
2019-11-30,NM,72.0
2019-11-30,NV,69.5
2019-11-30,NY,118.0
2019-11-30,OH,74.0
2019-11-30,OK,83.0
2019-11-30,OR,82.0
2019-11-30,PA,80.0
2019-11-30,RI,72.0
2019-11-30,SC,87.0
2019-11-30,SD,83.0
2019-11-30,TN,69.5
2019-11-30,TX,78.5
2019-11-30,UT,64.0
2019-11-30,VA,77.0
2019-11-30,WA,63.0
2019-11-30,WI,73.0
2019-11-30,WV,112.0
2019-11-30,WY,112.0
2019-12-31,AK,
2019-12-31,AL,88.0
2019-12-31,AR,114.0
2019-12-31,AZ,83.0
2019-12-31,CA,69.0
2019-12-31,CO,81.0
2019-12-31,CT,101.0
2019-12-31,DE,96.0
2019-12-31,FL,80.0
2019-12-31,GA,75.0
2019-12-31,HI,85.0
2019-12-31,IA,104.0
2019-12-31,ID,
2019-12-31,IL,104.5
2019-12-31,IN,92.5
2019-12-31,KS,93.0
2019-12-31,KY,94.0
2019-12-31,LA,101.0
2019-12-31,MA,90.0
2019-12-31,MD,92.0
2019-12-31,ME,99.0
2019-12-31,MI,93.5
2019-12-31,MN,106.5
2019-12-31,MO,89.5
2019-12-31,MS,116.0
2019-12-31,MT,88.0
2019-12-31,NC,73.5
2019-12-31,ND,
2019-12-31,NE,88.0
2019-12-31,NH,90.0
2019-12-31,NJ,122.5
2019-12-31,NM,85.0
2019-12-31,NV,93.0
2019-12-31,NY,137.0
2019-12-31,OH,85.0
2019-12-31,OK,86.5
2019-12-31,OR,83.0
2019-12-31,PA,91.5
2019-12-31,RI,86.0
2019-12-31,SC,93.0
2019-12-31,SD,74.0
2019-12-31,TN,84.5
2019-12-31,TX,82.0
2019-12-31,UT,64.0
2019-12-31,VA,90.0
2019-12-31,WA,66.0
2019-12-31,WI,85.5
2019-12-31,WV,108.0
2019-12-31,WY,112.0
2020-01-31,AK,
2020-01-31,AL,84.5
2020-01-31,AR,102.0
2020-01-31,AZ,82.0
2020-01-31,CA,65.5
2020-01-31,CO,81.0
2020-01-31,CT,116.0
2020-01-31,DE,115.0
2020-01-31,FL,81.5
2020-01-31,GA,82.5
2020-01-31,HI,94.0
2020-01-31,IA,115.0
2020-01-31,ID,
2020-01-31,IL,116.5
2020-01-31,IN,97.0
2020-01-31,KS,80.5
2020-01-31,KY,109.0
2020-01-31,LA,112.0
2020-01-31,MA,93.0
2020-01-31,MD,105.0
2020-01-31,ME,99.0
2020-01-31,MI,94.0
2020-01-31,MN,96.5
2020-01-31,MO,105.0
2020-01-31,MS,123.0
2020-01-31,MT,94.5
2020-01-31,NC,74.0
2020-01-31,ND,
2020-01-31,NE,89.0
2020-01-31,NH,80.0
2020-01-31,NJ,121.5
2020-01-31,NM,91.0
2020-01-31,NV,67.0
2020-01-31,NY,145.5
2020-01-31,OH,89.0
2020-01-31,OK,107.5
2020-01-31,OR,87.0
2020-01-31,PA,92.5
2020-01-31,RI,91.0
2020-01-31,SC,95.0
2020-01-31,SD,100.0
2020-01-31,TN,85.0
2020-01-31,TX,95.0
2020-01-31,UT,50.0
2020-01-31,VA,93.0
2020-01-31,WA,63.0
2020-01-31,WI,84.0
2020-01-31,WV,112.0
2020-01-31,WY,103.0
2020-02-29,AK,
2020-02-29,AL,70.5
2020-02-29,AR,75.0
2020-02-29,AZ,60.0
2020-02-29,CA,44.0
2020-02-29,CO,65.0
2020-02-29,CT,76.0
2020-02-29,DE,76.5
2020-02-29,FL,68.0
2020-02-29,GA,62.0
2020-02-29,HI,107.0
2020-02-29,IA,90.0
2020-02-29,ID,
2020-02-29,IL,106.5
2020-02-29,IN,65.0
2020-02-29,KS,63.5
2020-02-29,KY,81.0
2020-02-29,LA,87.0
2020-02-29,MA,61.0
2020-02-29,MD,64.5
2020-02-29,ME,63.5
2020-02-29,MI,64.5
2020-02-29,MN,64.0
2020-02-29,MO,77.0
2020-02-29,MS,74.0
2020-02-29,MT,66.0
2020-02-29,NC,62.0
2020-02-29,ND,
2020-02-29,NE,63.0
2020-02-29,NH,51.0
2020-02-29,NJ,101.0
2020-02-29,NM,57.5
2020-02-29,NV,50.5
2020-02-29,NY,133.5
2020-02-29,OH,65.5
2020-02-29,OK,63.0
2020-02-29,OR,61.0
2020-02-29,PA,65.5
2020-02-29,RI,63.0
2020-02-29,SC,72.0
2020-02-29,SD,73.0
2020-02-29,TN,63.5
2020-02-29,TX,72.0
2020-02-29,UT,41.0
2020-02-29,VA,65.0
2020-02-29,WA,44.0
2020-02-29,WI,69.0
2020-02-29,WV,71.0
2020-02-29,WY,113.0
2020-03-31,AK,
2020-03-31,AL,59.0
2020-03-31,AR,67.0
2020-03-31,AZ,52.0
2020-03-31,CA,44.0
2020-03-31,CO,51.5
2020-03-31,CT,63.0
2020-03-31,DE,70.5
2020-03-31,FL,66.0
2020-03-31,GA,53.0
2020-03-31,HI,89.0
2020-03-31,IA,79.0
2020-03-31,ID,
2020-03-31,IL,77.5
2020-03-31,IN,53.0
2020-03-31,KS,56.5
2020-03-31,KY,73.0
2020-03-31,LA,84.5
2020-03-31,MA,52.0
2020-03-31,MD,55.5
2020-03-31,ME,51.0
2020-03-31,MI,53.5
2020-03-31,MN,55.5
2020-03-31,MO,62.0
2020-03-31,MS,80.0
2020-03-31,MT,52.0
2020-03-31,NC,56.0
2020-03-31,ND,
2020-03-31,NE,45.0
2020-03-31,NH,41.0
2020-03-31,NJ,101.0
2020-03-31,NM,48.0
2020-03-31,NV,50.5
2020-03-31,NY,104.5
2020-03-31,OH,53.5
2020-03-31,OK,67.5
2020-03-31,OR,49.5
2020-03-31,PA,58.5
2020-03-31,RI,58.0
2020-03-31,SC,65.0
2020-03-31,SD,85.5
2020-03-31,TN,50.0
2020-03-31,TX,63.5
2020-03-31,UT,36.0
2020-03-31,VA,52.0
2020-03-31,WA,41.5
2020-03-31,WI,46.0
2020-03-31,WV,77.0
2020-03-31,WY,60.0
2020-04-30,AK,
2020-04-30,AL,58.0
2020-04-30,AR,75.0
2020-04-30,AZ,60.0
2020-04-30,CA,53.0
2020-04-30,CO,56.5
2020-04-30,CT,71.0
2020-04-30,DE,84.0
2020-04-30,FL,73.5
2020-04-30,GA,58.0
2020-04-30,HI,94.0
2020-04-30,IA,76.5
2020-04-30,ID,
2020-04-30,IL,76.0
2020-04-30,IN,56.5
2020-04-30,KS,61.5
2020-04-30,KY,58.0
2020-04-30,LA,93.5
2020-04-30,MA,58.0
2020-04-30,MD,66.0
2020-04-30,ME,53.0
2020-04-30,MI,75.5
2020-04-30,MN,57.0
2020-04-30,MO,67.0
2020-04-30,MS,80.0
2020-04-30,MT,59.0
2020-04-30,NC,61.0
2020-04-30,ND,
2020-04-30,NE,54.0
2020-04-30,NH,48.5
2020-04-30,NJ,100.5
2020-04-30,NM,57.0
2020-04-30,NV,56.0
2020-04-30,NY,121.5
2020-04-30,OH,63.0
2020-04-30,OK,77.0
2020-04-30,OR,58.0
2020-04-30,PA,79.5
2020-04-30,RI,63.0
2020-04-30,SC,72.5
2020-04-30,SD,57.5
2020-04-30,TN,57.0
2020-04-30,TX,69.0
2020-04-30,UT,43.0
2020-04-30,VA,57.0
2020-04-30,WA,48.5
2020-04-30,WI,58.5
2020-04-30,WV,107.0
2020-04-30,WY,59.0
2020-05-31,AK,
2020-05-31,AL,61.5
2020-05-31,AR,63.5
2020-05-31,AZ,62.0
2020-05-31,CA,51.0
2020-05-31,CO,59.0
2020-05-31,CT,70.0
2020-05-31,DE,81.5
2020-05-31,FL,83.0
2020-05-31,GA,59.0
2020-05-31,HI,88.0
2020-05-31,IA,86.0
2020-05-31,ID,
2020-05-31,IL,72.5
2020-05-31,IN,62.5
2020-05-31,KS,60.5
2020-05-31,KY,71.0
2020-05-31,LA,85.5
2020-05-31,MA,56.0
2020-05-31,MD,68.0
2020-05-31,ME,49.5
2020-05-31,MI,64.5
2020-05-31,MN,62.0
2020-05-31,MO,75.0
2020-05-31,MS,98.0
2020-05-31,MT,57.0
2020-05-31,NC,59.0
2020-05-31,ND,
2020-05-31,NE,55.0
2020-05-31,NH,51.5
2020-05-31,NJ,119.5
2020-05-31,NM,57.0
2020-05-31,NV,57.0
2020-05-31,NY,121.5
2020-05-31,OH,55.5
2020-05-31,OK,71.0
2020-05-31,OR,60.0
2020-05-31,PA,79.0
2020-05-31,RI,59.0
2020-05-31,SC,68.0
2020-05-31,SD,76.5
2020-05-31,TN,63.0
2020-05-31,TX,66.0
2020-05-31,UT,42.0
2020-05-31,VA,60.0
2020-05-31,WA,46.0
2020-05-31,WI,66.0
2020-05-31,WV,85.5
2020-05-31,WY,74.0
2020-06-30,AK,
2020-06-30,AL,57.0
2020-06-30,AR,56.0
2020-06-30,AZ,60.0
2020-06-30,CA,49.0
2020-06-30,CO,52.0
2020-06-30,CT,59.0
2020-06-30,DE,73.0
2020-06-30,FL,72.0
2020-06-30,GA,51.5
2020-06-30,HI,79.0
2020-06-30,IA,74.0
2020-06-30,ID,
2020-06-30,IL,62.0
2020-06-30,IN,34.0
2020-06-30,KS,53.5
2020-06-30,KY,58.5
2020-06-30,LA,75.0
2020-06-30,MA,52.0
2020-06-30,MD,60.0
2020-06-30,ME,55.0
2020-06-30,MI,57.5
2020-06-30,MN,64.0
2020-06-30,MO,56.0
2020-06-30,MS,82.0
2020-06-30,MT,58.0
2020-06-30,NC,54.0
2020-06-30,ND,
2020-06-30,NE,58.5
2020-06-30,NH,53.5
2020-06-30,NJ,89.0
2020-06-30,NM,50.0
2020-06-30,NV,56.0
2020-06-30,NY,89.0
2020-06-30,OH,49.5
2020-06-30,OK,55.5
2020-06-30,OR,56.0
2020-06-30,PA,62.0
2020-06-30,RI,56.0
2020-06-30,SC,62.0
2020-06-30,SD,70.0
2020-06-30,TN,56.0
2020-06-30,TX,63.5
2020-06-30,UT,43.0
2020-06-30,VA,53.0
2020-06-30,WA,44.5
2020-06-30,WI,65.5
2020-06-30,WV,88.0
2020-06-30,WY,62.0
2020-07-31,AK,
2020-07-31,AL,53.0
2020-07-31,AR,67.0
2020-07-31,AZ,55.0
2020-07-31,CA,46.5
2020-07-31,CO,56.0
2020-07-31,CT,62.0
2020-07-31,DE,64.0
2020-07-31,FL,65.0
2020-07-31,GA,52.0
2020-07-31,HI,81.0
2020-07-31,IA,68.5
2020-07-31,ID,
2020-07-31,IL,64.5
2020-07-31,IN,46.5
2020-07-31,KS,52.0
2020-07-31,KY,53.5
2020-07-31,LA,74.0
2020-07-31,MA,52.0
2020-07-31,MD,57.5
2020-07-31,ME,52.0
2020-07-31,MI,52.0
2020-07-31,MN,63.0
2020-07-31,MO,55.0
2020-07-31,MS,74.0
2020-07-31,MT,51.0
2020-07-31,NC,54.0
2020-07-31,ND,
2020-07-31,NE,55.0
2020-07-31,NH,53.5
2020-07-31,NJ,82.5
2020-07-31,NM,49.0
2020-07-31,NV,57.0
2020-07-31,NY,82.0
2020-07-31,OH,49.5
2020-07-31,OK,63.0
2020-07-31,OR,53.0
2020-07-31,PA,58.0
2020-07-31,RI,54.0
2020-07-31,SC,62.0
2020-07-31,SD,72.5
2020-07-31,TN,55.5
2020-07-31,TX,61.0
2020-07-31,UT,38.0
2020-07-31,VA,54.0
2020-07-31,WA,43.0
2020-07-31,WI,58.0
2020-07-31,WV,67.5
2020-07-31,WY,73.0
2020-08-31,AK,
2020-08-31,AL,54.5
2020-08-31,AR,56.5
2020-08-31,AZ,49.0
2020-08-31,CA,45.0
2020-08-31,CO,64.0
2020-08-31,CT,60.0
2020-08-31,DE,62.0
2020-08-31,FL,60.0
2020-08-31,GA,48.5
2020-08-31,HI,82.0
2020-08-31,IA,68.5
2020-08-31,ID,
2020-08-31,IL,65.0
2020-08-31,IN,49.0
2020-08-31,KS,54.0
2020-08-31,KY,55.0
2020-08-31,LA,79.0
2020-08-31,MA,53.0
2020-08-31,MD,57.5
2020-08-31,ME,51.5
2020-08-31,MI,55.0
2020-08-31,MN,65.0
2020-08-31,MO,57.0
2020-08-31,MS,59.0
2020-08-31,MT,47.5
2020-08-31,NC,53.5
2020-08-31,ND,
2020-08-31,NE,55.5
2020-08-31,NH,54.0
2020-08-31,NJ,61.0
2020-08-31,NM,51.0
2020-08-31,NV,52.0
2020-08-31,NY,86.5
2020-08-31,OH,51.5
2020-08-31,OK,63.5
2020-08-31,OR,52.0
2020-08-31,PA,61.5
2020-08-31,RI,52.0
2020-08-31,SC,60.0
2020-08-31,SD,77.5
2020-08-31,TN,52.0
2020-08-31,TX,58.0
2020-08-31,UT,37.0
2020-08-31,VA,51.0
2020-08-31,WA,44.0
2020-08-31,WI,62.5
2020-08-31,WV,64.5
2020-08-31,WY,77.0
2020-09-30,AK,
2020-09-30,AL,56.0
2020-09-30,AR,58.0
2020-09-30,AZ,50.0
2020-09-30,CA,46.0
2020-09-30,CO,65.0
2020-09-30,CT,65.0
2020-09-30,DE,73.5
2020-09-30,FL,61.0
2020-09-30,GA,51.5
2020-09-30,HI,83.0
2020-09-30,IA,67.0
2020-09-30,ID,
2020-09-30,IL,69.5
2020-09-30,IN,54.0
2020-09-30,KS,58.0
2020-09-30,KY,62.0
2020-09-30,LA,76.5
2020-09-30,MA,55.0
2020-09-30,MD,71.5
2020-09-30,ME,55.0
2020-09-30,MI,55.0
2020-09-30,MN,63.0
2020-09-30,MO,54.0
2020-09-30,MS,89.0
2020-09-30,MT,42.5
2020-09-30,NC,49.5
2020-09-30,ND,
2020-09-30,NE,44.5
2020-09-30,NH,49.0
2020-09-30,NJ,76.0
2020-09-30,NM,49.0
2020-09-30,NV,54.0
2020-09-30,NY,99.0
2020-09-30,OH,52.5
2020-09-30,OK,60.5
2020-09-30,OR,53.5
2020-09-30,PA,68.5
2020-09-30,RI,55.0
2020-09-30,SC,61.5
2020-09-30,SD,81.5
2020-09-30,TN,52.0
2020-09-30,TX,66.0
2020-09-30,UT,38.0
2020-09-30,VA,57.0
2020-09-30,WA,47.0
2020-09-30,WI,62.5
2020-09-30,WV,88.0
2020-09-30,WY,91.0
2020-10-31,AK,
2020-10-31,AL,57.0
2020-10-31,AR,52.0
2020-10-31,AZ,51.0
2020-10-31,CA,45.5
2020-10-31,CO,55.0
2020-10-31,CT,62.0
2020-10-31,DE,42.5
2020-10-31,FL,58.5
2020-10-31,GA,49.0
2020-10-31,HI,83.0
2020-10-31,IA,63.0
2020-10-31,ID,
2020-10-31,IL,65.5
2020-10-31,IN,47.0
2020-10-31,KS,54.5
2020-10-31,KY,58.0
2020-10-31,LA,76.0
2020-10-31,MA,56.0
2020-10-31,MD,50.0
2020-10-31,ME,48.5
2020-10-31,MI,56.0
2020-10-31,MN,65.0
2020-10-31,MO,55.0
2020-10-31,MS,60.0
2020-10-31,MT,43.5
2020-10-31,NC,49.0
2020-10-31,ND,
2020-10-31,NE,47.0
2020-10-31,NH,45.5
2020-10-31,NJ,71.5
2020-10-31,NM,53.0
2020-10-31,NV,56.0
2020-10-31,NY,94.5
2020-10-31,OH,51.5
2020-10-31,OK,53.0
2020-10-31,OR,56.0
2020-10-31,PA,46.5
2020-10-31,RI,58.0
2020-10-31,SC,56.0
2020-10-31,SD,88.5
2020-10-31,TN,52.0
2020-10-31,TX,60.5
2020-10-31,UT,38.0
2020-10-31,VA,51.0
2020-10-31,WA,47.0
2020-10-31,WI,57.5
2020-10-31,WV,75.5
2020-10-31,WY,82.0
2020-11-30,AK,
2020-11-30,AL,55.0
2020-11-30,AR,53.0
2020-11-30,AZ,50.5
2020-11-30,CA,45.0
2020-11-30,CO,53.5
2020-11-30,CT,63.0
2020-11-30,DE,55.5
2020-11-30,FL,58.5
2020-11-30,GA,51.0
2020-11-30,HI,100.0
2020-11-30,IA,66.5
2020-11-30,ID,
2020-11-30,IL,66.5
2020-11-30,IN,51.0
2020-11-30,KS,57.5
2020-11-30,KY,59.0
2020-11-30,LA,77.0
2020-11-30,MA,57.0
2020-11-30,MD,53.0
2020-11-30,ME,60.5
2020-11-30,MI,60.0
2020-11-30,MN,74.0
2020-11-30,MO,56.0
2020-11-30,MS,66.0
2020-11-30,MT,54.5
2020-11-30,NC,52.5
2020-11-30,ND,
2020-11-30,NE,50.5
2020-11-30,NH,56.5
2020-11-30,NJ,78.5
2020-11-30,NM,50.0
2020-11-30,NV,59.0
2020-11-30,NY,95.5
2020-11-30,OH,58.5
2020-11-30,OK,69.5
2020-11-30,OR,52.0
2020-11-30,PA,58.0
2020-11-30,RI,58.0
2020-11-30,SC,62.0
2020-11-30,SD,65.5
2020-11-30,TN,52.5
2020-11-30,TX,61.0
2020-11-30,UT,37.0
2020-11-30,VA,56.0
2020-11-30,WA,46.5
2020-11-30,WI,68.0
2020-11-30,WV,88.5
2020-11-30,WY,70.0
2020-12-31,AK,
2020-12-31,AL,61.5
2020-12-31,AR,59.5
2020-12-31,AZ,52.5
2020-12-31,CA,47.0
2020-12-31,CO,56.0
2020-12-31,CT,69.0
2020-12-31,DE,63.0
2020-12-31,FL,62.0
2020-12-31,GA,51.5
2020-12-31,HI,77.0
2020-12-31,IA,74.5
2020-12-31,ID,
2020-12-31,IL,71.0
2020-12-31,IN,60.0
2020-12-31,KS,68.5
2020-12-31,KY,58.0
2020-12-31,LA,66.0
2020-12-31,MA,62.0
2020-12-31,MD,62.5
2020-12-31,ME,67.0
2020-12-31,MI,60.0
2020-12-31,MN,71.0
2020-12-31,MO,63.0
2020-12-31,MS,68.0
2020-12-31,MT,52.5
2020-12-31,NC,53.0
2020-12-31,ND,
2020-12-31,NE,48.5
2020-12-31,NH,62.0
2020-12-31,NJ,91.0
2020-12-31,NM,55.0
2020-12-31,NV,62.0
2020-12-31,NY,106.5
2020-12-31,OH,61.5
2020-12-31,OK,73.0
2020-12-31,OR,53.5
2020-12-31,PA,67.0
2020-12-31,RI,65.0
2020-12-31,SC,63.0
2020-12-31,SD,63.0
2020-12-31,TN,55.5
2020-12-31,TX,62.5
2020-12-31,UT,39.0
2020-12-31,VA,57.0
2020-12-31,WA,47.0
2020-12-31,WI,67.0
2020-12-31,WV,88.0
2020-12-31,WY,59.5
2021-01-31,AK,
2021-01-31,AL,71.0
2021-01-31,AR,57.5
2021-01-31,AZ,50.0
2021-01-31,CA,46.5
2021-01-31,CO,55.0
2021-01-31,CT,78.0
2021-01-31,DE,63.5
2021-01-31,FL,64.0
2021-01-31,GA,51.5
2021-01-31,HI,90.5
2021-01-31,IA,73.0
2021-01-31,ID,
2021-01-31,IL,82.0
2021-01-31,IN,43.5
2021-01-31,KS,65.5
2021-01-31,KY,64.5
2021-01-31,LA,71.0
2021-01-31,MA,58.0
2021-01-31,MD,64.5
2021-01-31,ME,86.0
2021-01-31,MI,69.0
2021-01-31,MN,79.0
2021-01-31,MO,61.0
2021-01-31,MS,76.0
2021-01-31,MT,47.0
2021-01-31,NC,53.5
2021-01-31,ND,
2021-01-31,NE,45.0
2021-01-31,NH,66.0
2021-01-31,NJ,84.0
2021-01-31,NM,56.0
2021-01-31,NV,59.5
2021-01-31,NY,119.5
2021-01-31,OH,59.5
2021-01-31,OK,71.0
2021-01-31,OR,58.0
2021-01-31,PA,69.0
2021-01-31,RI,70.0
2021-01-31,SC,67.5
2021-01-31,SD,63.5
2021-01-31,TN,62.0
2021-01-31,TX,65.5
2021-01-31,UT,32.0
2021-01-31,VA,57.0
2021-01-31,WA,46.0
2021-01-31,WI,65.0
2021-01-31,WV,77.0
2021-01-31,WY,57.5
2021-02-28,AK,
2021-02-28,AL,47.0
2021-02-28,AR,48.5
2021-02-28,AZ,43.5
2021-02-28,CA,39.0
2021-02-28,CO,42.0
2021-02-28,CT,55.0
2021-02-28,DE,56.5
2021-02-28,FL,51.0
2021-02-28,GA,41.0
2021-02-28,HI,74.5
2021-02-28,IA,60.0
2021-02-28,ID,
2021-02-28,IL,69.0
2021-02-28,IN,40.0
2021-02-28,KS,54.0
2021-02-28,KY,55.0
2021-02-28,LA,58.0
2021-02-28,MA,54.0
2021-02-28,MD,60.0
2021-02-28,ME,55.0
2021-02-28,MI,46.0
2021-02-28,MN,55.0
2021-02-28,MO,50.0
2021-02-28,MS,77.0
2021-02-28,MT,45.5
2021-02-28,NC,44.0
2021-02-28,ND,
2021-02-28,NE,36.0
2021-02-28,NH,51.0
2021-02-28,NJ,85.5
2021-02-28,NM,46.0
2021-02-28,NV,41.5
2021-02-28,NY,89.0
2021-02-28,OH,42.5
2021-02-28,OK,82.0
2021-02-28,OR,44.0
2021-02-28,PA,54.5
2021-02-28,RI,46.0
2021-02-28,SC,52.0
2021-02-28,SD,70.0
2021-02-28,TN,44.5
2021-02-28,TX,60.0
2021-02-28,UT,32.0
2021-02-28,VA,45.0
2021-02-28,WA,41.0
2021-02-28,WI,52.0
2021-02-28,WV,61.0
2021-02-28,WY,48.5
2021-03-31,AK,
2021-03-31,AL,46.5
2021-03-31,AR,47.5
2021-03-31,AZ,42.5
