Fecha,StateName,DaysOnZillow
2021-03-31,CA,40.0
2021-03-31,CO,44.0
2021-03-31,CT,54.0
2021-03-31,DE,50.5
2021-03-31,FL,48.5
2021-03-31,GA,40.5
2021-03-31,HI,72.5
2021-03-31,IA,54.0
2021-03-31,ID,23.5
2021-03-31,IL,54.5
2021-03-31,IN,43.0
2021-03-31,KS,43.0
2021-03-31,KY,47.0
2021-03-31,LA,57.0
2021-03-31,MA,51.0
2021-03-31,MD,54.0
2021-03-31,ME,49.5
2021-03-31,MI,49.0
2021-03-31,MN,55.0
2021-03-31,MO,47.0
2021-03-31,MS,56.0
2021-03-31,MT,45.5
2021-03-31,NC,43.0
2021-03-31,ND,60.0
2021-03-31,NE,43.5
2021-03-31,NH,50.0
2021-03-31,NJ,66.0
2021-03-31,NM,45.0
2021-03-31,NV,43.5
2021-03-31,NY,75.5
2021-03-31,OH,48.0
2021-03-31,OK,39.5
2021-03-31,OR,45.0
2021-03-31,PA,52.5
2021-03-31,RI,52.0
2021-03-31,SC,48.5
2021-03-31,SD,51.5
2021-03-31,TN,44.0
2021-03-31,TX,58.0
2021-03-31,UT,37.0
2021-03-31,VA,44.0
2021-03-31,WA,39.0
2021-03-31,WI,44.5
2021-03-31,WV,70.0
2021-03-31,WY,50.5
2021-04-30,AK,
2021-04-30,AL,46.5
2021-04-30,AR,44.0
2021-04-30,AZ,43.0
2021-04-30,CA,39.0
2021-04-30,CO,44.0
2021-04-30,CT,55.0
2021-04-30,DE,51.5
2021-04-30,FL,49.5
2021-04-30,GA,41.0
2021-04-30,HI,63.0
2021-04-30,IA,50.5
2021-04-30,ID,
2021-04-30,IL,52.0
2021-04-30,IN,43.0
2021-04-30,KS,44.0
2021-04-30,KY,47.0
2021-04-30,LA,48.0
2021-04-30,MA,52.0
2021-04-30,MD,51.0
2021-04-30,ME,50.0
2021-04-30,MI,48.0
2021-04-30,MN,53.5
2021-04-30,MO,44.0
2021-04-30,MS,54.0
2021-04-30,MT,42.5
2021-04-30,NC,45.0
2021-04-30,ND,30.0
2021-04-30,NE,42.5
2021-04-30,NH,49.0
2021-04-30,NJ,68.5
2021-04-30,NM,43.0
2021-04-30,NV,42.5
2021-04-30,NY,73.0
2021-04-30,OH,45.0
2021-04-30,OK,48.5
2021-04-30,OR,43.0
2021-04-30,PA,52.0
2021-04-30,RI,52.0
2021-04-30,SC,48.5
2021-04-30,SD,43.0
2021-04-30,TN,44.0
2021-04-30,TX,47.0
2021-04-30,UT,34.0
2021-04-30,VA,43.0
2021-04-30,WA,41.0
2021-04-30,WI,44.0
2021-04-30,WV,54.0
2021-04-30,WY,45.5
2021-05-31,AK,
2021-05-31,AL,47.0
2021-05-31,AR,45.5
2021-05-31,AZ,42.0
2021-05-31,CA,39.0
2021-05-31,CO,42.0
2021-05-31,CT,55.0
2021-05-31,DE,52.5
2021-05-31,FL,48.0
2021-05-31,GA,40.0
2021-05-31,HI,61.5
2021-05-31,IA,49.0
2021-05-31,ID,37.0
2021-05-31,IL,51.0
2021-05-31,IN,42.0
2021-05-31,KS,42.0
2021-05-31,KY,47.0
2021-05-31,LA,48.0
2021-05-31,MA,53.0
2021-05-31,MD,54.0
2021-05-31,ME,50.5
2021-05-31,MI,47.0
2021-05-31,MN,53.0
2021-05-31,MO,45.0
2021-05-31,MS,48.0
2021-05-31,MT,45.0
2021-05-31,NC,44.0
2021-05-31,ND,41.5
2021-05-31,NE,42.0
2021-05-31,NH,51.5
2021-05-31,NJ,67.5
2021-05-31,NM,44.0
2021-05-31,NV,39.0
2021-05-31,NY,70.5
2021-05-31,OH,47.0
2021-05-31,OK,52.0
2021-05-31,OR,44.0
2021-05-31,PA,51.0
2021-05-31,RI,56.0
2021-05-31,SC,47.5
2021-05-31,SD,51.0
2021-05-31,TN,45.0
2021-05-31,TX,46.0
2021-05-31,UT,32.0
2021-05-31,VA,42.0
2021-05-31,WA,39.0
2021-05-31,WI,40.0
2021-05-31,WV,54.5
2021-05-31,WY,47.0
2021-06-30,AK,
2021-06-30,AL,47.0
2021-06-30,AR,44.0
2021-06-30,AZ,43.0
2021-06-30,CA,40.0
2021-06-30,CO,43.0
2021-06-30,CT,59.0
2021-06-30,DE,53.0
2021-06-30,FL,50.0
2021-06-30,GA,41.0
2021-06-30,HI,60.0
2021-06-30,IA,52.0
2021-06-30,ID,38.0
2021-06-30,IL,54.5
2021-06-30,IN,44.0
2021-06-30,KS,45.0
2021-06-30,KY,48.0
2021-06-30,LA,50.0
2021-06-30,MA,54.0
2021-06-30,MD,56.0
2021-06-30,ME,41.0
2021-06-30,MI,49.0
2021-06-30,MN,57.5
2021-06-30,MO,45.0
2021-06-30,MS,48.0
2021-06-30,MT,45.5
2021-06-30,NC,46.0
2021-06-30,ND,61.0
2021-06-30,NE,41.5
2021-06-30,NH,51.0
2021-06-30,NJ,71.5
2021-06-30,NM,45.0
2021-06-30,NV,40.0
2021-06-30,NY,75.0
2021-06-30,OH,48.5
2021-06-30,OK,53.0
2021-06-30,OR,45.0
2021-06-30,PA,53.0
2021-06-30,RI,42.0
2021-06-30,SC,50.5
2021-06-30,SD,54.0
2021-06-30,TN,45.0
2021-06-30,TX,45.0
2021-06-30,UT,34.0
2021-06-30,VA,43.0
2021-06-30,WA,39.0
2021-06-30,WI,34.0
2021-06-30,WV,61.0
2021-06-30,WY,47.5
2021-07-31,AK,
2021-07-31,AL,45.0
2021-07-31,AR,40.0
2021-07-31,AZ,45.0
2021-07-31,CA,40.0
2021-07-31,CO,44.0
2021-07-31,CT,57.0
2021-07-31,DE,54.5
2021-07-31,FL,48.5
2021-07-31,GA,40.0
2021-07-31,HI,62.5
2021-07-31,IA,53.0
2021-07-31,ID,39.5
2021-07-31,IL,52.5
2021-07-31,IN,44.0
2021-07-31,KS,50.0
2021-07-31,KY,47.0
2021-07-31,LA,48.0
2021-07-31,MA,53.0
2021-07-31,MD,55.5
2021-07-31,ME,47.0
2021-07-31,MI,49.0
2021-07-31,MN,58.0
2021-07-31,MO,46.5
2021-07-31,MS,49.5
2021-07-31,MT,45.0
2021-07-31,NC,47.0
2021-07-31,ND,67.0
2021-07-31,NE,42.5
2021-07-31,NH,51.5
2021-07-31,NJ,75.5
2021-07-31,NM,46.0
2021-07-31,NV,41.5
2021-07-31,NY,76.5
2021-07-31,OH,48.0
2021-07-31,OK,54.5
2021-07-31,OR,46.0
2021-07-31,PA,54.0
2021-07-31,RI,51.0
2021-07-31,SC,46.0
2021-07-31,SD,50.5
2021-07-31,TN,46.0
2021-07-31,TX,47.0
2021-07-31,UT,35.0
2021-07-31,VA,46.0
2021-07-31,WA,42.0
2021-07-31,WI,59.0
2021-07-31,WV,61.0
2021-07-31,WY,49.0
2021-08-31,AK,
2021-08-31,AL,48.0
2021-08-31,AR,44.0
2021-08-31,AZ,47.0
2021-08-31,CA,41.0
2021-08-31,CO,45.0
2021-08-31,CT,59.0
2021-08-31,DE,54.5
2021-08-31,FL,49.0
2021-08-31,GA,41.0
2021-08-31,HI,61.5
2021-08-31,IA,52.5
2021-08-31,ID,40.5
2021-08-31,IL,54.0
2021-08-31,IN,45.0
2021-08-31,KS,43.0
2021-08-31,KY,47.0
2021-08-31,LA,46.5
2021-08-31,MA,55.0
2021-08-31,MD,57.0
2021-08-31,ME,52.5
2021-08-31,MI,50.0
2021-08-31,MN,56.5
2021-08-31,MO,47.0
2021-08-31,MS,50.5
2021-08-31,MT,45.0
2021-08-31,NC,45.0
2021-08-31,ND,71.0
2021-08-31,NE,42.5
2021-08-31,NH,56.5
2021-08-31,NJ,77.5
2021-08-31,NM,45.0
2021-08-31,NV,44.5
2021-08-31,NY,81.0
2021-08-31,OH,50.5
2021-08-31,OK,53.5
2021-08-31,OR,46.0
2021-08-31,PA,56.0
2021-08-31,RI,55.0
2021-08-31,SC,47.5
2021-08-31,SD,55.0
2021-08-31,TN,45.0
2021-08-31,TX,51.0
2021-08-31,UT,35.0
2021-08-31,VA,46.0
2021-08-31,WA,40.0
2021-08-31,WI,56.0
2021-08-31,WV,53.5
2021-08-31,WY,51.5
2021-09-30,AK,
2021-09-30,AL,51.0
2021-09-30,AR,48.0
2021-09-30,AZ,48.0
2021-09-30,CA,42.0
2021-09-30,CO,48.5
2021-09-30,CT,61.0
2021-09-30,DE,57.0
2021-09-30,FL,49.0
2021-09-30,GA,42.5
2021-09-30,HI,59.0
2021-09-30,IA,55.5
2021-09-30,ID,44.5
2021-09-30,IL,55.0
2021-09-30,IN,46.0
2021-09-30,KS,42.0
2021-09-30,KY,50.0
2021-09-30,LA,58.0
2021-09-30,MA,55.0
2021-09-30,MD,59.5
2021-09-30,ME,54.5
2021-09-30,MI,50.0
2021-09-30,MN,57.5
2021-09-30,MO,48.5
2021-09-30,MS,49.5
2021-09-30,MT,47.0
2021-09-30,NC,48.0
2021-09-30,ND,75.0
2021-09-30,NE,48.0
2021-09-30,NH,52.5
2021-09-30,NJ,76.5
2021-09-30,NM,46.0
2021-09-30,NV,43.0
2021-09-30,NY,85.5
2021-09-30,OH,52.5
2021-09-30,OK,58.0
2021-09-30,OR,50.0
2021-09-30,PA,56.0
2021-09-30,RI,55.0
2021-09-30,SC,48.5
2021-09-30,SD,60.5
2021-09-30,TN,46.0
2021-09-30,TX,53.0
2021-09-30,UT,36.0
2021-09-30,VA,46.0
2021-09-30,WA,41.0
2021-09-30,WI,63.0
2021-09-30,WV,57.5
2021-09-30,WY,55.5
2021-10-31,AK,74.0
2021-10-31,AL,48.0
2021-10-31,AR,46.0
2021-10-31,AZ,50.5
2021-10-31,CA,41.0
2021-10-31,CO,47.0
2021-10-31,CT,61.0
2021-10-31,DE,57.0
2021-10-31,FL,49.0
2021-10-31,GA,41.0
2021-10-31,HI,58.5
2021-10-31,IA,56.0
2021-10-31,ID,45.0
2021-10-31,IL,57.5
2021-10-31,IN,46.0
2021-10-31,KS,45.5
2021-10-31,KY,52.0
2021-10-31,LA,52.0
2021-10-31,MA,53.0
2021-10-31,MD,62.5
2021-10-31,ME,54.0
2021-10-31,MI,50.0
2021-10-31,MN,63.0
2021-10-31,MO,50.0
2021-10-31,MS,38.0
2021-10-31,MT,48.0
2021-10-31,NC,46.0
2021-10-31,ND,81.0
2021-10-31,NE,44.5
2021-10-31,NH,57.0
2021-10-31,NJ,77.5
2021-10-31,NM,45.5
2021-10-31,NV,42.5
2021-10-31,NY,85.5
2021-10-31,OH,51.0
2021-10-31,OK,58.0
2021-10-31,OR,49.0
2021-10-31,PA,58.0
2021-10-31,RI,55.0
2021-10-31,SC,48.5
2021-10-31,SD,56.0
2021-10-31,TN,47.0
2021-10-31,TX,53.5
2021-10-31,UT,39.0
2021-10-31,VA,46.0
2021-10-31,WA,40.5
2021-10-31,WI,60.0
2021-10-31,WV,59.5
2021-10-31,WY,52.0
2021-11-30,AK,66.0
2021-11-30,AL,49.0
2021-11-30,AR,48.5
2021-11-30,AZ,48.5
2021-11-30,CA,43.0
2021-11-30,CO,46.0
2021-11-30,CT,59.0
2021-11-30,DE,58.5
2021-11-30,FL,49.5
2021-11-30,GA,41.0
2021-11-30,HI,56.0
2021-11-30,IA,55.0
2021-11-30,ID,48.5
2021-11-30,IL,54.5
2021-11-30,IN,47.0
2021-11-30,KS,42.0
2021-11-30,KY,54.0
2021-11-30,LA,45.5
2021-11-30,MA,57.0
2021-11-30,MD,61.5
2021-11-30,ME,53.5
2021-11-30,MI,50.0
2021-11-30,MN,62.0
2021-11-30,MO,44.5
2021-11-30,MS,48.0
2021-11-30,MT,46.5
2021-11-30,NC,46.0
2021-11-30,ND,79.0
2021-11-30,NE,42.5
2021-11-30,NH,51.5
2021-11-30,NJ,78.0
2021-11-30,NM,45.5
2021-11-30,NV,45.0
2021-11-30,NY,90.5
2021-11-30,OH,51.5
2021-11-30,OK,60.5
2021-11-30,OR,51.0
2021-11-30,PA,57.5
2021-11-30,RI,54.0
2021-11-30,SC,49.0
2021-11-30,SD,53.5
2021-11-30,TN,49.5
2021-11-30,TX,52.5
2021-11-30,UT,35.0
2021-11-30,VA,47.0
2021-11-30,WA,43.5
2021-11-30,WI,60.0
2021-11-30,WV,64.0
2021-11-30,WY,49.5
2021-12-31,AK,62.0
2021-12-31,AL,51.0
2021-12-31,AR,45.5
2021-12-31,AZ,50.0
2021-12-31,CA,45.0
2021-12-31,CO,43.5
2021-12-31,CT,61.0
2021-12-31,DE,57.0
2021-12-31,FL,50.0
2021-12-31,GA,46.5
2021-12-31,HI,58.5
2021-12-31,IA,59.0
2021-12-31,ID,48.5
2021-12-31,IL,60.5
2021-12-31,IN,49.0
2021-12-31,KS,49.0
2021-12-31,KY,58.0
2021-12-31,LA,47.0
2021-12-31,MA,55.0
2021-12-31,MD,62.0
2021-12-31,ME,54.0
2021-12-31,MI,55.0
2021-12-31,MN,66.0
2021-12-31,MO,47.5
2021-12-31,MS,48.0
2021-12-31,MT,46.5
2021-12-31,NC,48.0
2021-12-31,ND,84.5
2021-12-31,NE,48.0
2021-12-31,NH,56.0
2021-12-31,NJ,84.0
2021-12-31,NM,47.5
2021-12-31,NV,51.5
2021-12-31,NY,90.5
2021-12-31,OH,57.0
2021-12-31,OK,65.0
2021-12-31,OR,53.5
2021-12-31,PA,61.0
2021-12-31,RI,54.0
2021-12-31,SC,50.5
2021-12-31,SD,60.0
2021-12-31,TN,52.0
2021-12-31,TX,57.0
2021-12-31,UT,36.0
2021-12-31,VA,46.0
2021-12-31,WA,42.5
2021-12-31,WI,68.0
2021-12-31,WV,58.0
2021-12-31,WY,61.0
2022-01-31,AK,58.0
2022-01-31,AL,46.0
2022-01-31,AR,47.5
2022-01-31,AZ,46.5
2022-01-31,CA,43.5
2022-01-31,CO,46.5
2022-01-31,CT,59.0
2022-01-31,DE,59.5
2022-01-31,FL,49.0
2022-01-31,GA,47.0
2022-01-31,HI,65.5
2022-01-31,IA,65.0
2022-01-31,ID,44.0
2022-01-31,IL,61.5
2022-01-31,IN,47.5
2022-01-31,KS,43.0
2022-01-31,KY,59.0
2022-01-31,LA,47.5
2022-01-31,MA,58.0
2022-01-31,MD,60.0
2022-01-31,ME,52.5
2022-01-31,MI,53.5
2022-01-31,MN,63.0
2022-01-31,MO,48.5
2022-01-31,MS,47.0
2022-01-31,MT,48.0
2022-01-31,NC,48.0
2022-01-31,ND,80.5
2022-01-31,NE,42.5
2022-01-31,NH,52.5
2022-01-31,NJ,90.0
2022-01-31,NM,48.5
2022-01-31,NV,48.5
2022-01-31,NY,101.0
2022-01-31,OH,55.0
2022-01-31,OK,60.5
2022-01-31,OR,48.5
2022-01-31,PA,62.0
2022-01-31,RI,57.0
2022-01-31,SC,51.5
2022-01-31,SD,65.0
2022-01-31,TN,52.5
2022-01-31,TX,54.0
2022-01-31,UT,36.0
2022-01-31,VA,48.0
2022-01-31,WA,42.0
2022-01-31,WI,67.0
2022-01-31,WV,75.0
2022-01-31,WY,54.0
2022-02-28,AK,56.0
2022-02-28,AL,43.0
2022-02-28,AR,43.5
2022-02-28,AZ,38.0
2022-02-28,CA,37.5
2022-02-28,CO,41.0
2022-02-28,CT,55.0
2022-02-28,DE,51.0
2022-02-28,FL,43.0
2022-02-28,GA,40.0
2022-02-28,HI,57.0
2022-02-28,IA,50.0
2022-02-28,ID,34.0
2022-02-28,IL,47.5
2022-02-28,IN,41.0
2022-02-28,KS,38.5
2022-02-28,KY,44.0
2022-02-28,LA,41.0
2022-02-28,MA,51.0
2022-02-28,MD,51.0
2022-02-28,ME,48.5
2022-02-28,MI,44.0
2022-02-28,MN,50.5
2022-02-28,MO,42.0
2022-02-28,MS,41.0
2022-02-28,MT,40.5
2022-02-28,NC,41.0
2022-02-28,ND,72.0
2022-02-28,NE,38.0
2022-02-28,NH,49.0
2022-02-28,NJ,71.0
2022-02-28,NM,41.5
2022-02-28,NV,40.5
2022-02-28,NY,86.0
2022-02-28,OH,45.0
2022-02-28,OK,57.0
2022-02-28,OR,42.0
2022-02-28,PA,52.0
2022-02-28,RI,50.0
2022-02-28,SC,44.0
2022-02-28,SD,51.5
2022-02-28,TN,42.0
2022-02-28,TX,44.5
2022-02-28,UT,33.0
2022-02-28,VA,42.0
2022-02-28,WA,38.0
2022-02-28,WI,51.0
2022-02-28,WV,57.5
2022-02-28,WY,42.0
2022-03-31,AK,50.5
2022-03-31,AL,42.5
2022-03-31,AR,40.5
2022-03-31,AZ,39.5
2022-03-31,CA,37.5
2022-03-31,CO,41.0
2022-03-31,CT,49.0
2022-03-31,DE,48.5
2022-03-31,FL,44.0
2022-03-31,GA,41.0
2022-03-31,HI,53.0
2022-03-31,IA,46.5
2022-03-31,ID,35.0
2022-03-31,IL,46.0
2022-03-31,IN,40.0
2022-03-31,KS,35.5
2022-03-31,KY,44.0
2022-03-31,LA,44.0
2022-03-31,MA,48.0
2022-03-31,MD,49.0
2022-03-31,ME,43.5
2022-03-31,MI,42.0
2022-03-31,MN,48.5
2022-03-31,MO,40.0
2022-03-31,MS,41.5
2022-03-31,MT,43.0
2022-03-31,NC,40.0
2022-03-31,ND,61.0
2022-03-31,NE,38.0
2022-03-31,NH,48.5
2022-03-31,NJ,65.5
2022-03-31,NM,41.5
2022-03-31,NV,39.0
2022-03-31,NY,71.5
2022-03-31,OH,43.0
2022-03-31,OK,48.5
2022-03-31,OR,41.0
2022-03-31,PA,49.0
2022-03-31,RI,48.0
2022-03-31,SC,43.5
2022-03-31,SD,49.5
2022-03-31,TN,41.5
2022-03-31,TX,41.5
2022-03-31,UT,32.0
2022-03-31,VA,38.0
2022-03-31,WA,36.0
2022-03-31,WI,40.0
2022-03-31,WV,45.0
2022-03-31,WY,42.0
2022-04-30,AK,55.0
2022-04-30,AL,42.0
2022-04-30,AR,38.5
2022-04-30,AZ,39.0
2022-04-30,CA,37.5
2022-04-30,CO,39.5
2022-04-30,CT,49.0
2022-04-30,DE,50.0
2022-04-30,FL,44.0
2022-04-30,GA,41.0
2022-04-30,HI,56.0
2022-04-30,IA,49.5
2022-04-30,ID,36.5
2022-04-30,IL,44.0
2022-04-30,IN,39.0
2022-04-30,KS,38.0
2022-04-30,KY,42.0
2022-04-30,LA,42.5
2022-04-30,MA,50.0
2022-04-30,MD,50.0
2022-04-30,ME,44.5
2022-04-30,MI,41.0
2022-04-30,MN,47.0
2022-04-30,MO,40.5
2022-04-30,MS,42.5
2022-04-30,MT,40.0
2022-04-30,NC,41.0
2022-04-30,ND,58.0
2022-04-30,NE,39.5
2022-04-30,NH,44.5
2022-04-30,NJ,64.5
2022-04-30,NM,40.0
2022-04-30,NV,39.0
2022-04-30,NY,70.5
2022-04-30,OH,42.0
2022-04-30,OK,49.0
2022-04-30,OR,41.0
2022-04-30,PA,48.5
2022-04-30,RI,47.0
2022-04-30,SC,44.0
2022-04-30,SD,46.0
2022-04-30,TN,42.5
2022-04-30,TX,41.0
2022-04-30,UT,31.0
2022-04-30,VA,40.0
2022-04-30,WA,36.0
2022-04-30,WI,43.0
2022-04-30,WV,51.0
2022-04-30,WY,38.0
2022-05-31,AK,56.0
2022-05-31,AL,43.0
2022-05-31,AR,40.0
2022-05-31,AZ,40.0
2022-05-31,CA,39.0
2022-05-31,CO,40.5
2022-05-31,CT,50.0
2022-05-31,DE,50.0
2022-05-31,FL,45.0
2022-05-31,GA,41.0
2022-05-31,HI,55.0
2022-05-31,IA,50.0
2022-05-31,ID,37.5
2022-05-31,IL,46.0
2022-05-31,IN,41.0
2022-05-31,KS,37.0
2022-05-31,KY,44.0
2022-05-31,LA,44.5
2022-05-31,MA,49.0
2022-05-31,MD,49.5
2022-05-31,ME,45.5
2022-05-31,MI,40.0
2022-05-31,MN,48.0
2022-05-31,MO,40.0
2022-05-31,MS,43.0
2022-05-31,MT,42.0
2022-05-31,NC,41.0
2022-05-31,ND,60.0
2022-05-31,NE,41.0
2022-05-31,NH,48.5
2022-05-31,NJ,67.5
2022-05-31,NM,41.5
2022-05-31,NV,38.0
2022-05-31,NY,71.0
2022-05-31,OH,42.5
2022-05-31,OK,47.0
2022-05-31,OR,40.0
2022-05-31,PA,49.0
2022-05-31,RI,48.0
2022-05-31,SC,46.0
2022-05-31,SD,46.5
2022-05-31,TN,43.5
2022-05-31,TX,40.5
2022-05-31,UT,33.0
2022-05-31,VA,41.0
2022-05-31,WA,36.0
2022-05-31,WI,41.5
2022-05-31,WV,50.5
2022-05-31,WY,45.0
2022-06-30,AK,56.0
2022-06-30,AL,44.5
2022-06-30,AR,48.0
2022-06-30,AZ,47.5
2022-06-30,CA,42.0
2022-06-30,CO,45.0
2022-06-30,CT,55.0
2022-06-30,DE,52.5
2022-06-30,FL,48.0
2022-06-30,GA,44.0
2022-06-30,HI,58.0
2022-06-30,IA,50.5
2022-06-30,ID,46.0
2022-06-30,IL,48.0
2022-06-30,IN,41.5
2022-06-30,KS,41.0
2022-06-30,KY,46.0
2022-06-30,LA,44.5
2022-06-30,MA,51.0
2022-06-30,MD,51.5
2022-06-30,ME,47.5
2022-06-30,MI,43.5
2022-06-30,MN,52.0
2022-06-30,MO,43.0
2022-06-30,MS,46.0
2022-06-30,MT,44.0
2022-06-30,NC,42.0
2022-06-30,ND,65.0
2022-06-30,NE,43.5
2022-06-30,NH,50.0
2022-06-30,NJ,68.5
2022-06-30,NM,42.5
2022-06-30,NV,43.5
2022-06-30,NY,74.0
2022-06-30,OH,45.5
2022-06-30,OK,48.5
2022-06-30,OR,45.0
2022-06-30,PA,51.0
2022-06-30,RI,50.0
2022-06-30,SC,46.5
2022-06-30,SD,50.5
2022-06-30,TN,45.0
2022-06-30,TX,43.0
2022-06-30,UT,40.0
2022-06-30,VA,44.0
2022-06-30,WA,40.0
2022-06-30,WI,52.0
2022-06-30,WV,49.5
2022-06-30,WY,43.0
2022-07-31,AK,60.0
2022-07-31,AL,48.0
2022-07-31,AR,42.0
2022-07-31,AZ,49.5
2022-07-31,CA,46.0
2022-07-31,CO,45.5
2022-07-31,CT,56.0
2022-07-31,DE,59.5
2022-07-31,FL,51.5
2022-07-31,GA,47.0
2022-07-31,HI,58.0
2022-07-31,IA,50.0
2022-07-31,ID,44.0
2022-07-31,IL,48.0
2022-07-31,IN,43.5
2022-07-31,KS,39.0
2022-07-31,KY,50.0
2022-07-31,LA,45.0
2022-07-31,MA,53.0
2022-07-31,MD,57.5
2022-07-31,ME,50.0
2022-07-31,MI,47.0
2022-07-31,MN,55.5
2022-07-31,MO,44.5
2022-07-31,MS,47.0
2022-07-31,MT,44.5
2022-07-31,NC,43.0
2022-07-31,ND,58.0
2022-07-31,NE,43.5
2022-07-31,NH,50.5
2022-07-31,NJ,75.0
2022-07-31,NM,44.0
2022-07-31,NV,51.5
2022-07-31,NY,77.0
2022-07-31,OH,47.5
2022-07-31,OK,49.0
2022-07-31,OR,49.0
2022-07-31,PA,53.5
2022-07-31,RI,53.0
2022-07-31,SC,48.5
2022-07-31,SD,46.0
2022-07-31,TN,46.5
2022-07-31,TX,45.0
2022-07-31,UT,43.0
2022-07-31,VA,42.0
2022-07-31,WA,42.0
2022-07-31,WI,48.0
2022-07-31,WV,57.0
2022-07-31,WY,49.5
2022-08-31,AK,61.0
2022-08-31,AL,49.0
2022-08-31,AR,51.5
2022-08-31,AZ,59.0
2022-08-31,CA,49.0
2022-08-31,CO,53.5
2022-08-31,CT,54.0
2022-08-31,DE,54.5
2022-08-31,FL,53.5
2022-08-31,GA,48.0
2022-08-31,HI,57.5
2022-08-31,IA,54.0
2022-08-31,ID,55.0
2022-08-31,IL,51.0
2022-08-31,IN,44.0
2022-08-31,KS,42.5
2022-08-31,KY,49.5
2022-08-31,LA,50.5
2022-08-31,MA,54.0
2022-08-31,MD,53.5
2022-08-31,ME,49.5
2022-08-31,MI,46.0
2022-08-31,MN,56.0
2022-08-31,MO,46.5
2022-08-31,MS,46.0
2022-08-31,MT,44.5
2022-08-31,NC,44.5
2022-08-31,ND,65.0
2022-08-31,NE,42.0
2022-08-31,NH,50.5
2022-08-31,NJ,71.5
2022-08-31,NM,33.0
2022-08-31,NV,56.5
2022-08-31,NY,80.0
2022-08-31,OH,47.0
2022-08-31,OK,52.5
2022-08-31,OR,54.0
2022-08-31,PA,53.0
2022-08-31,RI,53.0
2022-08-31,SC,47.0
2022-08-31,SD,49.0
2022-08-31,TN,46.0
2022-08-31,TX,51.0
2022-08-31,UT,50.0
2022-08-31,VA,44.0
2022-08-31,WA,47.0
2022-08-31,WI,48.0
2022-08-31,WV,55.5
2022-08-31,WY,55.0
2022-09-30,AK,57.0
2022-09-30,AL,51.0
2022-09-30,AR,49.5
2022-09-30,AZ,62.5
2022-09-30,CA,52.0
2022-09-30,CO,58.5
2022-09-30,CT,55.0
2022-09-30,DE,54.0
2022-09-30,FL,57.0
2022-09-30,GA,50.0
2022-09-30,HI,62.5
2022-09-30,IA,54.5
2022-09-30,ID,55.5
2022-09-30,IL,51.0
2022-09-30,IN,42.0
2022-09-30,KS,43.0
2022-09-30,KY,54.0
2022-09-30,LA,50.5
2022-09-30,MA,54.0
2022-09-30,MD,53.5
2022-09-30,ME,49.0
2022-09-30,MI,49.0
2022-09-30,MN,53.0
2022-09-30,MO,45.0
2022-09-30,MS,46.5
2022-09-30,MT,47.0
2022-09-30,NC,47.0
2022-09-30,ND,70.0
2022-09-30,NE,46.0
2022-09-30,NH,49.5
2022-09-30,NJ,70.0
2022-09-30,NM,42.5
2022-09-30,NV,64.5
2022-09-30,NY,81.0
2022-09-30,OH,48.0
2022-09-30,OK,55.5
2022-09-30,OR,55.0
2022-09-30,PA,53.5
2022-09-30,RI,54.0
2022-09-30,SC,48.5
2022-09-30,SD,51.0
2022-09-30,TN,51.0
2022-09-30,TX,51.0
2022-09-30,UT,57.0
2022-09-30,VA,42.0
2022-09-30,WA,52.0
2022-09-30,WI,51.5
2022-09-30,WV,59.5
2022-09-30,WY,58.5
